Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1962-01-02,50.88,50.88,50.0,50.0,5797.5308641975,0.0,1.0,0.50940247770175,0.50940247770175,0.50059205748992,0.50059205748992,352200.0
1962-01-03,50.75,51.75,50.75,51.0,11693.827160494,0.0,1.0,0.50810093835227,0.51811277950207,0.50810093835227,0.51060389863972,710400.00000001
1962-01-04,51.0,51.88,50.5,50.5,14995.884773663,0.0,1.0,0.51060389863972,0.51941431885155,0.50559797806482,0.50559797806482,911000.00000003
1962-01-05,50.5,50.75,48.12,49.5,14492.181069959,0.0,1.0,0.50559797806482,0.50810093835227,0.4817697961283,0.49558613691503,880400.00000001
1962-01-08,49.5,50.38,48.88,49.62,7795.8847736626,0.0,1.0,0.49558613691503,0.50439655712685,0.48937879540215,0.496787557853,473600.0
1962-01-09,49.62,50.88,49.25,49.75,9494.6502057613,0.0,1.0,0.496787557853,0.50940247770175,0.49308317662758,0.49808909720248,576800.0
1962-01-10,49.75,50.62,49.62,49.75,5797.5308641975,0.0,1.0,0.49808909720248,0.5067993990028,0.496787557853,0.49808909720248,352200.0
1962-01-11,49.88,51.38,49.88,50.25,11397.530864198,0.0,1.0,0.49939063655195,0.51440839827665,0.49939063655195,0.50309501777737,692400.00000003
1962-01-12,50.75,52.0,50.75,51.62,16000.0,0.0,1.0,0.50810093835227,0.52061573978952,0.50810093835227,0.5168112401526,972000.0
1962-01-15,51.38,51.38,50.38,50.62,10294.650205761,0.0,1.0,0.51440839827665,0.51440839827665,0.50439655712685,0.5067993990028,625399.99999998
1962-01-16,50.62,50.88,50.25,50.25,6195.8847736626,0.0,1.0,0.5067993990028,0.50940247770175,0.50309501777737,0.50309501777737,376400.0
1962-01-17,50.25,51.38,50.25,50.38,11094.650205761,0.0,1.0,0.50309501777737,0.51440839827665,0.50309501777737,0.50439655712685,673999.99999998
1962-01-18,50.38,51.12,50.38,50.62,11693.827160494,0.0,1.0,0.50439655712685,0.5118053195777,0.50439655712685,0.5067993990028,710400.00000001
1962-01-19,50.75,53.0,50.75,53.0,21293.827160494,0.0,1.0,0.50810093835227,0.53062758093932,0.50810093835227,0.53062758093932,1293600.0
1962-01-22,53.0,53.37,52.25,52.87,18893.827160494,0.0,1.0,0.53062758093932,0.53433196216475,0.52311870007697,0.52932604158985,1147800.0
1962-01-23,52.38,52.38,52.25,52.87,15200.0,0.0,1.0,0.52442023942645,0.52442023942645,0.52311870007697,0.52932604158985,923400.0
1962-01-24,53.0,53.25,52.25,53.25,16800.0,0.0,1.0,0.53062758093932,0.53313054122677,0.52311870007697,0.53313054122677,1020600.0
1962-01-25,53.25,54.75,53.25,54.5,47693.827160494,0.0,1.0,0.53313054122677,0.54814830295147,0.53313054122677,0.54564534266402,2897400.0
1962-01-26,54.5,54.87,53.87,54.25,31598.353909465,0.0,1.0,0.54564534266402,0.54934972388944,0.53933788273965,0.54314238237657,1919600.0
1962-01-29,54.25,54.63,53.75,54.5,15496.296296296,0.0,1.0,0.54314238237657,0.54694688201349,0.53813646180167,0.54564534266402,941399.99999998
1962-01-30,54.5,55.37,54.25,55.0,28800.0,0.0,1.0,0.54564534266402,0.55435564446434,0.54314238237657,0.55065126323892,1749600.0
1962-01-31,55.13,56.25,55.13,56.13,55693.827160494,0.0,1.0,0.55195280258839,0.56316606467617,0.55195280258839,0.56196464373819,3383400.0
1962-02-01,56.13,56.63,54.5,54.87,32398.353909465,0.0,1.0,0.56196464373819,0.56697056431309,0.54564534266402,0.54934972388944,1968200.0
1962-02-02,54.87,55.37,53.75,55.37,18195.884773663,0.0,1.0,0.54934972388944,0.55435564446434,0.53813646180167,0.55435564446434,1105400.0
1962-02-05,55.25,55.25,54.25,54.37,14696.296296296,0.00823,1.0,0.55323795461446,0.55323795461446,0.54322459796985,0.54442620076721,892799.99999998
1962-02-06,54.37,54.5,53.0,54.37,13198.353909465,0.0,1.0,0.54442620076721,0.54572793713101,0.5307079021641,0.54442620076721,801800.0
1962-02-07,54.37,55.37,54.0,54.37,13896.296296296,0.0,1.0,0.54442620076721,0.55443955741181,0.5407212588087,0.54442620076721,844199.99999998
1962-02-08,54.5,55.37,54.5,54.5,10798.353909465,0.0,1.0,0.54572793713101,0.55443955741181,0.54572793713101,0.54572793713101,656000.0
1962-02-09,54.63,55.5,54.63,55.5,11200.0,0.0,1.0,0.5470296734948,0.55574129377561,0.5470296734948,0.55574129377561,680400.0
1962-02-12,55.0,55.0,54.37,54.63,8398.353909465,0.0,1.0,0.55073461545331,0.55073461545331,0.54442620076721,0.5470296734948,510200.0
1962-02-13,54.87,55.75,54.87,55.0,10798.353909465,0.0,1.0,0.54943287908951,0.55824463293676,0.54943287908951,0.55073461545331,656000.0
1962-02-14,55.0,55.63,54.87,55.37,8892.1810699588,0.0,1.0,0.55073461545331,0.55704303013941,0.54943287908951,0.55443955741181,540200.0
1962-02-15,55.5,56.25,55.5,55.75,15094.650205761,0.0,1.0,0.55574129377561,0.56325131125907,0.55574129377561,0.55824463293676,916999.99999998
1962-02-16,55.75,56.0,55.13,55.13,8398.353909465,0.0,1.0,0.55824463293676,0.56074797209791,0.55203635181711,0.55203635181711,510200.0
1962-02-19,55.13,55.63,54.63,54.87,10195.884773663,0.0,1.0,0.55203635181711,0.55704303013941,0.5470296734948,0.54943287908951,619400.00000003
1962-02-20,54.87,55.63,54.63,54.63,7894.6502057613,0.0,1.0,0.54943287908951,0.55704303013941,0.5470296734948,0.5470296734948,479600.0
1962-02-21,54.63,54.87,53.63,54.0,6597.5308641975,0.0,1.0,0.5470296734948,0.54943287908951,0.5370163168502,0.5407212588087,400800.0
1962-02-23,53.37,53.37,51.25,52.25,19094.650205761,0.0,1.0,0.5344128441226,0.5344128441226,0.51318452803604,0.52319788468064,1160000.0
1962-02-26,52.25,53.13,51.62,52.5,11200.0,0.0,1.0,0.52319788468064,0.5320096385279,0.51688946999454,0.52570122384179,680400.0
1962-02-27,52.5,54.0,52.12,53.13,10995.884773663,0.0,1.0,0.52570122384179,0.5407212588087,0.52189614831684,0.5320096385279,668000.00000003
1962-02-28,53.13,53.63,53.13,53.63,4997.5308641975,0.0,1.0,0.5320096385279,0.5370163168502,0.5320096385279,0.5370163168502,303600.0
1962-03-01,53.63,54.0,51.88,53.0,11894.650205761,0.0,1.0,0.5370163168502,0.5407212588087,0.51949294272214,0.5307079021641,722599.99999998
1962-03-02,53.0,53.5,52.12,52.5,9600.0,0.0,1.0,0.5307079021641,0.5357145804864,0.52189614831684,0.52570122384179,583200.0
1962-03-05,52.38,52.38,51.62,52.38,6893.8271604938,0.0,1.0,0.52449962104444,0.52449962104444,0.51688946999454,0.52449962104444,418800.0
1962-03-06,52.25,52.25,50.5,50.62,14294.650205761,0.0,1.0,0.52319788468064,0.52319788468064,0.50567451055258,0.50687611334994,868399.99999998
1962-03-07,50.62,51.25,50.5,50.5,10294.650205761,0.0,1.0,0.50687611334994,0.51318452803604,0.50567451055258,0.50567451055258,625399.99999998
1962-03-08,50.5,52.0,50.5,51.5,9797.5308641975,0.0,1.0,0.50567451055258,0.52069454551949,0.50567451055258,0.51568786719719,595200.0
1962-03-09,51.5,52.12,51.12,51.25,4595.8847736626,0.0,1.0,0.51568786719719,0.52189614831684,0.51188279167224,0.51318452803604,279200.0
1962-03-12,51.38,51.88,51.38,51.62,3598.353909465,0.0,1.0,0.51448626439984,0.51949294272214,0.51448626439984,0.51688946999454,218600.0
1962-03-13,51.62,51.62,51.0,51.5,4800.0,0.0,1.0,0.51688946999454,0.51688946999454,0.51068118887489,0.51568786719719,291600.0
1962-03-14,51.5,52.38,51.25,51.5,9600.0,0.0,1.0,0.51568786719719,0.52449962104444,0.51318452803604,0.51568786719719,583200.0
1962-03-15,51.5,52.0,50.75,50.75,6093.8271604938,0.0,1.0,0.51568786719719,0.52069454551949,0.50817784971373,0.50817784971373,370200.0
1962-03-16,50.75,51.5,50.5,50.62,5395.8847736626,0.0,1.0,0.50817784971373,0.51568786719719,0.50567451055258,0.50687611334994,327800.0
1962-03-19,50.62,50.75,49.62,49.75,10696.296296296,0.0,1.0,0.50687611334994,0.50817784971373,0.49686275670533,0.49816449306913,649799.99999998
1962-03-20,49.75,50.25,49.62,49.62,9692.1810699588,0.0,1.0,0.49816449306913,0.50317117139143,0.49686275670533,0.49686275670533,588800.0
1962-03-21,49.62,49.88,49.62,49.62,8694.6502057613,0.0,1.0,0.49686275670533,0.49946622943293,0.49686275670533,0.49686275670533,528200.0
1962-03-22,49.62,50.62,49.62,50.38,5600.0,0.0,1.0,0.49686275670533,0.50687611334994,0.49686275670533,0.50447290775523,340200.0
1962-03-23,50.38,50.75,50.25,50.38,6696.2962962963,0.0,1.0,0.50447290775523,0.50817784971373,0.50317117139143,0.50447290775523,406800.0
1962-03-26,50.38,50.62,50.25,50.25,4493.8271604938,0.0,1.0,0.50447290775523,0.50687611334994,0.50317117139143,0.50317117139143,273000.0
1962-03-27,50.25,51.0,50.12,50.62,5096.2962962963,0.0,1.0,0.50317117139143,0.51068118887489,0.50186943502763,0.50687611334994,309600.0
1962-03-28,50.62,50.88,50.62,50.75,3795.8847736626,0.0,1.0,0.50687611334994,0.50947958607753,0.50687611334994,0.50817784971373,230600.0
1962-03-29,50.88,51.38,50.88,51.0,6093.8271604938,0.0,1.0,0.50947958607753,0.51448626439984,0.50947958607753,0.51068118887489,370200.0
1962-03-30,51.0,51.0,50.12,50.12,4892.1810699588,0.0,1.0,0.51068118887489,0.51068118887489,0.50186943502763,0.50186943502763,297200.0
1962-04-02,50.12,50.62,49.62,50.25,6400.0,0.0,1.0,0.50186943502763,0.50687611334994,0.49686275670533,0.50317117139143,388800.0
1962-04-03,50.0,50.0,48.12,49.25,11292.181069959,0.0,1.0,0.50066783223028,0.50066783223028,0.48184272173842,0.49315781474683,686000.00000001
1962-04-04,49.25,49.25,47.88,48.0,6696.2962962963,0.0,1.0,0.49315781474683,0.49315781474683,0.47943951614372,0.48064111894107,406800.0
1962-04-05,48.0,48.5,46.63,48.5,9896.2962962963,0.0,1.0,0.48064111894107,0.48564779726337,0.46692282033796,0.48564779726337,601200.0
1962-04-06,48.5,49.0,48.12,48.12,5494.6502057613,0.0,1.0,0.48564779726337,0.49065447558568,0.48184272173842,0.48184272173842,333800.0
1962-04-09,48.12,48.88,47.25,47.25,4997.5308641975,0.0,1.0,0.48184272173842,0.48945287278832,0.47313110145762,0.47313110145762,303600.0
